# number_density  energy_density  pressure   sound_speed_squared  [All in nuclear units]
3.533000000000000224e-04 3.313503829113090826e-01 4.987577676308450197e-04 7.626578558207241024e-04
4.075999999999999871e-04 3.823564017794535141e-01 5.381334366106255759e-04 7.813048116943254948e-04
4.679999999999999915e-04 4.390986251953180042e-01 5.832692638200615834e-04 8.096035963157804938e-04
5.341000000000000261e-04 5.012024644415256081e-01 6.346556894078133086e-04 8.452514814113673558e-04
6.059000000000000366e-04 5.686690698184251325e-01 6.930641302632923034e-04 8.862253587289389486e-04
7.661000000000000275e-04 7.192254882508629654e-01 8.328184776562496576e-04 9.702780530519144065e-04
1.262000000000000101e-03 1.185459127778160093e+00 1.338484980802662205e-03 1.198863597978450275e-03
1.894999999999999983e-03 1.780909071169781921e+00 2.123481960401060308e-03 1.437771491635827115e-03
2.673000000000000029e-03 2.513147344746868850e+00 3.261860252001994032e-03 1.671524566936786766e-03
3.605999999999999830e-03 3.391736073717691369e+00 4.828136641022434151e-03 1.893900408978071038e-03
4.709999999999999777e-03 4.431905410739045870e+00 6.903512974832482635e-03 2.096551352830673849e-03
7.496000000000000059e-03 7.058993649504918366e+00 1.289742191321638018e-02 2.466596387205546859e-03
1.119999999999999989e-02 1.055540362104863661e+01 2.212077014004794340e-02 2.809304433764861584e-03
1.600000000000000033e-02 1.509117352747679952e+01 3.559566804390756900e-02 3.132325055719984222e-03
2.206999999999999934e-02 2.083310616724802244e+01 5.457322122755020599e-02 3.477840948757840792e-03
2.947999999999999926e-02 2.785007348564149154e+01 8.049103664263126956e-02 3.909302116317729670e-03
4.268000000000000266e-02 4.036707211535221518e+01 1.353887601042819133e-01 4.862066536253286525e-03
6.219999999999999835e-02 5.891246509830522626e+01 2.419691225623893105e-01 6.630786177272363080e-03
7.316999999999999893e-02 6.935151695866235855e+01 3.161896974764099033e-01 7.588671314871411888e-03
7.595999999999999974e-02 7.200836722020332559e+01 3.371250777904805096e-01 8.170805199905812125e-03

